city_name,name,address,borough,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments,segment,segment_name,practice_type,review_recency,latest_review_age
NYC,NYC Dental Center,"
216 E 39th St #1, New York, NY 10016, United States",Manhattan,New York,+1 646-861-3070,https://weence.com/dentists/new-york-1/nyc-dental-center/,4.4,242,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/NYC+Dental+Center/data=!4m7!3m6!1s0x89c2590471dc99d1:0x9cef457c46246b66!8m2!3d40.7483698!4d-73.9752108!16s%2Fg%2F1hc0zwd2c!19sChIJ0ZnccQRZwokRZmskRnxF75w?authuser=0&hl=en&rclk=1,dentist Midtown Manhattan New York,2026-02-25T17:09:31.451942,,,,242,,,0,no,Website timeout,1a,Leaky Funnel - No Booking,Group,No reviews,
NYC,"Helma Philips, DDS: Midtown Manhattan Dentistry","
2 W 46th St Ste 1003, New York, NY 10036, United States",Manhattan,New York,+1 212-644-0004,https://www.midtowndentistnewyork.com/?utm_source=local&utm_medium=organic&utm_campaign=gbp_home,4.9,140,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Helma+Philips,+DDS:+Midtown+Manhattan+Dentistry/data=!4m7!3m6!1s0x89c258fb9d086d91:0xf872cb49d6111ed7!8m2!3d40.7561415!4d-73.979517!16s%2Fg%2F1tfdzs27!19sChIJkW0InftYwokR1x4R1knLcvg?authuser=0&hl=en&rclk=1",dentist Midtown Manhattan New York,2026-02-25T17:11:30.528373,,,,140,,,4,no,No social media; No mobile viewport,1b,Leaky Funnel - Aging Reviews,Solo,Aging,2yr 0mo ago
NYC,Manhattan Dental Practices,"
236 E 36th St Lower Level, New York, NY 10016, United States",Manhattan,New York,+1 332-334-5025,https://www.manhattandentalpractices.com/locations/new-york-office/,4.5,180,Dentist,Show open hours for the week,https://www.google.com/maps/place/Manhattan+Dental+Practices/data=!4m7!3m6!1s0x89c25905c83b978b:0x987538e5e85aeceb!8m2!3d40.74615!4d-73.97571!16s%2Fg%2F1tg6wm1z!19sChIJi5c7yAVZwokR6-xa6OU4dZg?authuser=0&hl=en&rclk=1,dentist Midtown Manhattan New York,2026-02-25T17:14:15.955890,,,,180,,,0,no,Website error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://w,1a,Leaky Funnel - No Booking,Group,Recent,8mo ago
NYC,Group Health Dental,"
230 W 41st St 15th Floor, New York, NY 10036, United States",Manhattan,New York,+1 332-249-1842,https://grouphealthdental.com/,4.5,1482,Dentist,Show open hours for the week,https://www.google.com/maps/place/Group+Health+Dental/data=!4m7!3m6!1s0x89c259acaa6973ef:0xab7326fdf199bc44!8m2!3d40.7557231!4d-73.9888607!16s%2Fg%2F1vzv4k_d!19sChIJ73NpqqxZwokRRLyZ8f0mc6s?authuser=0&hl=en&rclk=1,dentist Midtown Manhattan New York,2026-02-25T17:14:32.871893,,,,1482,,,3,no,No social media; No mobile viewport; Thin content,1a,Leaky Funnel - No Booking,Group,Fresh,14d ago
NYC,Thyme Dental Care,"
57 W 57th St #702, New York, NY 10019, United States",Manhattan,New York,+1 212-688-3472,http://www.thymedentalcare.com/,4.9,284,Dentist,Show open hours for the week,https://www.google.com/maps/place/Thyme+Dental+Care/data=!4m7!3m6!1s0x89c258f0a8d88c05:0xc0f7815be5bab1ee!8m2!3d40.764358!4d-73.976494!16s%2Fg%2F1hhvs4bf4!19sChIJBYzYqPBYwokR7rG65VuB98A?authuser=0&hl=en&rclk=1,dentist Midtown Manhattan New York,2026-02-25T17:15:19.198685,,,,284,,,0,no,Website timeout,1a,Leaky Funnel - No Booking,Group,Fresh,60d ago
NYC,Smile Up Pediatric Dentistry & Orthodontics - Upper East Side,"
325 E 79th St Unit 1B, New York, NY 10075, United States",Manhattan,New York,+1 332-223-3483,https://www.smileupny.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=LocalBusiness,5.0,89,Orthodontist,Show open hours for the week,https://www.google.com/maps/place/Smile+Up+Pediatric+Dentistry+%26+Orthodontics+-+Upper+East+Side/data=!4m7!3m6!1s0x89c25949a6ab4ab9:0xe91094adcec109a5!8m2!3d40.7729553!4d-73.9535736!16s%2Fg%2F11llbclbd4!19sChIJuUqrpklZwokRpQnBzq2UEOk?authuser=0&hl=en&rclk=1,dentist Upper East Side Manhattan New York,2026-02-25T17:30:27.376657,,,,89,,,0,no,Website timeout,1a,Leaky Funnel - No Booking,Group,Fresh,30d ago
NYC,Dental Implant Center NYC,"
115 Central Prk W Ofc 7a, New York, NY 10023, United States",Manhattan,New York,+1 212-500-0365,https://dentalimplantcenternyc.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,5.0,90,Dental implants provider,Show open hours for the week,https://www.google.com/maps/place/Dental+Implant+Center+NYC/data=!4m7!3m6!1s0x89c2588c8f783107:0x3fd7371bb3226ae1!8m2!3d40.7760308!4d-73.9763116!16s%2Fg%2F1tcx2fn2!19sChIJBzF4j4xYwokR4Woisxs31z8?authuser=0&hl=en&rclk=1,dentist Upper West Side Manhattan New York,2026-02-25T17:38:26.063983,,,,90,,,4,no,No social media; Thin content,1a,Leaky Funnel - No Booking,Group,Fresh,30d ago
NYC,West Side Gentle Dental PC,"
215 W 90th St, New York, NY 10024, United States",Manhattan,New York,+1 212-595-4382,http://westsidegentledental.com/,4.4,28,Dentist,Show open hours for the week,https://www.google.com/maps/place/West+Side+Gentle+Dental+PC/data=!4m7!3m6!1s0x89c258830092cce1:0x42ad9732ff3400d6!8m2!3d40.790727!4d-73.97387!16s%2Fg%2F1tf_j9_8!19sChIJ4cySAINYwokR1gA0_zKXrUI?authuser=0&hl=en&rclk=1,dentist Upper West Side Manhattan New York,2026-02-25T17:38:40.353357,,,,28,,,0,no,Website timeout,1b,Leaky Funnel - Aging Reviews,Unknown,Aging,2yr 0mo ago
NYC,Tribeca Dental Studio,"
54 Warren St, Manhattan, NY 10007, United States",Manhattan,New York,+1 212-561-5303,https://tribecadentalstudio.com/,4.6,444,Cosmetic dentist,Open · Closes 6 pm,https://www.google.com/maps/place/Tribeca+Dental+Studio/data=!4m7!3m6!1s0x89c25a1f28ea212f:0x8cc624aa1f7cdf25!8m2!3d40.7148418!4d-74.0090704!16s%2Fg%2F1tkr05lp!19sChIJLyHqKB9awokRJd98H6okxow?authuser=0&hl=en&rclk=1,dentist Lower Manhattan Financial District New York,2026-02-25T19:08:01.467335,,,,444,,,4,no,No social media; Thin content,1a,Leaky Funnel - No Booking,Group,Fresh,60d ago
NYC,Gramercy Dental Center,"
118 E 19th St, New York, NY 10003, United States",Manhattan,New York,+1 332-281-7257,https://gramercydentalcenter.com/,4.6,647,Dentist,Show open hours for the week,https://www.google.com/maps/place/Gramercy+Dental+Center/data=!4m7!3m6!1s0x89c259a1c7248823:0x1500d5550278a145!8m2!3d40.736998!4d-73.986974!16s%2Fg%2F11gb3_bk4c!19sChIJI4gkx6FZwokRRaF4AlXVABU?authuser=0&hl=en&rclk=1,dentist East Village Lower East Side Manhattan,2026-02-25T19:18:04.106357,,,,647,,,3,no,No social media; No mobile viewport; Thin content,1a,Leaky Funnel - No Booking,Group,Fresh,7d ago
